Freq.	V(vout)
2.00000000000000e+01	9.84569644723816e-01,-1.23319274865328e-01
2.01391110011344e+01	9.84357610994971e-01,-1.24150312971821e-01
2.02791895958006e+01	9.84142710517722e-01,-1.24986581876426e-01
2.04202425141439e+01	9.83924905829416e-01,-1.25828106824132e-01
2.05622765331213e+01	9.83704159013689e-01,-1.26674913015505e-01
2.07052984768276e+01	9.83480431695968e-01,-1.27527025602234e-01
2.08493152168224e+01	9.83253685038964e-01,-1.28384469682576e-01
2.09943336724614e+01	9.83023879738151e-01,-1.29247270296685e-01
2.11403608112276e+01	9.82790976017223e-01,-1.30115452421852e-01
2.12874036490672e+01	9.82554933623546e-01,-1.30989040967624e-01
2.14354692507259e+01	9.82315711823602e-01,-1.31868060770822e-01
2.15845647300886e+01	9.82073269398406e-01,-1.32752536590442e-01
2.17346972505212e+01	9.81827564638938e-01,-1.33642493102451e-01
2.18858740252148e+01	9.81578555341546e-01,-1.34537954894459e-01
2.20381023175322e+01	9.81326198803350e-01,-1.35438946460283e-01
2.21913894413569e+01	9.81070451817648e-01,-1.36345492194389e-01
2.23457427614444e+01	9.80811270669304e-01,-1.37257616386216e-01
2.25011696937762e+01	9.80548611130143e-01,-1.38175343214372e-01
2.26576777059160e+01	9.80282428454342e-01,-1.39098696740718e-01
2.28152743173685e+01	9.80012677373820e-01,-1.40027700904314e-01
2.29739670999407e+01	9.79739312093629e-01,-1.40962379515250e-01
2.31337636781058e+01	9.79462286287355e-01,-1.41902756248333e-01
2.32946717293691e+01	9.79181553092513e-01,-1.42848854636658e-01
2.34566989846376e+01	9.78897065105955e-01,-1.43800698065038e-01
2.36198532285906e+01	9.78608774379290e-01,-1.44758309763295e-01
2.37841423000545e+01	9.78316632414304e-01,-1.45721712799425e-01
2.39495740923786e+01	9.78020590158399e-01,-1.46690930072617e-01
2.41161565538152e+01	9.77720598000047e-01,-1.47665984306130e-01
2.42838976879010e+01	9.77416605764254e-01,-1.48646898040033e-01
2.44528055538414e+01	9.77108562708045e-01,-1.49633693623796e-01
2.46228882668984e+01	9.76796417515973e-01,-1.50626393208733e-01
2.47941539987798e+01	9.76480118295642e-01,-1.51625018740305e-01
2.49666109780323e+01	9.76159612573257e-01,-1.52629591950261e-01
2.51402674904366e+01	9.75834847289211e-01,-1.53640134348633e-01
2.53151318794057e+01	9.75505768793682e-01,-1.54656667215579e-01
