Freq.	V(vout)
2.00000000000000e+01	9.99711752932084e-01,-9.99693706660954e-03
2.01391110011344e+01	9.99710357578344e-01,-1.00664572124519e-02
2.02791895958006e+01	9.99708942750168e-01,-1.01364606139615e-02
2.04202425141439e+01	9.99707508175816e-01,-1.02069506262462e-02
2.05622765331213e+01	9.99706053579757e-01,-1.02779306276202e-02
2.07052984768276e+01	9.99704578682615e-01,-1.03494040197630e-02
2.08493152168224e+01	9.99703083201119e-01,-1.04213742278785e-02
2.09943336724614e+01	9.99701566848048e-01,-1.04938447008565e-02
2.11403608112276e+01	9.99700029332175e-01,-1.05668189114340e-02
2.12874036490672e+01	9.99698470358207e-01,-1.06403003563582e-02
2.14354692507259e+01	9.99696889626739e-01,-1.07142925565508e-02
2.15845647300886e+01	9.99695286834187e-01,-1.07887990572727e-02
2.17346972505212e+01	9.99693661672731e-01,-1.08638234282901e-02
2.18858740252148e+01	9.99692013830262e-01,-1.09393692640421e-02
2.20381023175322e+01	9.99690342990316e-01,-1.10154401838086e-02
2.21913894413569e+01	9.99688648832016e-01,-1.10920398318799e-02
2.23457427614444e+01	9.99686931030011e-01,-1.11691718777272e-02
2.25011696937762e+01	9.99685189254411e-01,-1.12468400161744e-02
2.26576777059160e+01	9.99683423170726e-01,-1.13250479675705e-02
2.28152743173685e+01	9.99681632439804e-01,-1.14037994779639e-02
2.29739670999407e+01	9.99679816717760e-01,-1.14830983192769e-02
2.31337636781058e+01	9.99677975655915e-01,-1.15629482894824e-02
2.32946717293691e+01	9.99676108900728e-01,-1.16433532127810e-02
2.34566989846376e+01	9.99674216093729e-01,-1.17243169397793e-02
2.36198532285906e+01	9.99672296871447e-01,-1.18058433476696e-02
2.37841423000545e+01	9.99670350865345e-01,-1.18879363404109e-02
2.39495740923786e+01	9.99668377701745e-01,-1.19705998489103e-02
2.41161565538152e+01	9.99666377001761e-01,-1.20538378312068e-02
2.42838976879010e+01	9.99664348381223e-01,-1.21376542726552e-02
2.44528055538414e+01	9.99662291450604e-01,-1.22220531861115e-02
2.46228882668984e+01	9.99660205814947e-01,-1.23070386121200e-02
2.47941539987798e+01	9.99658091073786e-01,-1.23926146191008e-02
2.49666109780323e+01	9.99655946821075e-01,-1.24787853035392e-02
2.51402674904366e+01	9.99653772645103e-01,-1.25655547901756e-02
2.53151318794057e+01	9.99651568128422e-01,-1.26529272321975e-02
2.54912125463853e+01	9.99649332847763e-01,-1.27409068114322e-02
2.56685179512581e+01	9.99647066373955e-01,-1.28294977385404e-02
2.58470566127499e+01	9.99644768271845e-01,-1.29187042532118e-02
2.60268371088387e+01	9.99642438100214e-01,-1.30085306243616e-02
2.62078680771673e+01	9.99640075411692e-01,-1.30989811503281e-02
2.63901582154580e+01	9.99637679752669e-01,-1.31900601590715e-02
2.65737162819303e+01	9.99635250663217e-01,-1.32817720083747e-02
2.67585510957223e+01	9.99632787676994e-01,-1.33741210860444e-02
2.69446715373139e+01	9.99630290321156e-01,-1.34671118101139e-02
2.71320865489535e+01	9.99627758116271e-01,-1.35607486290477e-02
2.73208051350880e+01	9.99625190576222e-01,-1.36550360219460e-02
2.75108363627950e+01	9.99622587208116e-01,-1.37499784987524e-02
2.77021893622186e+01	9.99619947512191e-01,-1.38455806004611e-02
2.78948733270082e+01	9.99617270981718e-01,-1.39418468993266e-02
2.80888975147600e+01	9.99614557102907e-01,-1.40387819990741e-02
2.82842712474620e+01	9.99611805354806e-01,-1.41363905351117e-02
2.84810039119415e+01	9.99609015209201e-01,-1.42346771747433e-02
2.86791049603166e+01	9.99606186130518e-01,-1.43336466173835e-02
2.88785839104500e+01	9.99603317575720e-01,-1.44333035947735e-02
2.90794503464063e+01	9.99600408994198e-01,-1.45336528711982e-02
2.92817139189126e+01	9.99597459827674e-01,-1.46346992437050e-02
2.94853843458221e+01	9.99594469510088e-01,-1.47364475423237e-02
2.96904714125811e+01	9.99591437467491e-01,-1.48389026302881e-02
2.98969849726989e+01	9.99588363117938e-01,-1.49420694042582e-02
3.01049349482215e+01	9.99585245871373e-01,-1.50459527945450e-02
3.03143313302081e+01	9.99582085129519e-01,-1.51505577653354e-02
3.05251841792113e+01	9.99578880285762e-01,-1.52558893149194e-02
3.07375036257604e+01	9.99575630725037e-01,-1.53619524759183e-02
3.09512998708479e+01	9.99572335823707e-01,-1.54687523155144e-02
3.11665831864201e+01	9.99568994949447e-01,-1.55762939356820e-02
3.13833639158702e+01	9.99565607461122e-01,-1.56845824734199e-02
3.16016524745352e+01	9.99562172708666e-01,-1.57936231009855e-02
3.18214593501969e+01	9.99558690032954e-01,-1.59034210261298e-02
3.20427951035850e+01	9.99555158765680e-01,-1.60139814923345e-02
3.22656703688852e+01	9.99551578229228e-01,-1.61253097790501e-02
3.24900958542496e+01	9.99547947736540e-01,-1.62374112019353e-02
3.27160823423114e+01	9.99544266590991e-01,-1.63502911130984e-02
3.29436406907031e+01	9.99540534086249e-01,-1.64639549013398e-02
3.31727818325778e+01	9.99536749506145e-01,-1.65784079923957e-02
3.34035167771350e+01	9.99532912124533e-01,-1.66936558491839e-02
3.36358566101488e+01	9.99529021205155e-01,-1.68097039720507e-02
3.38698124945013e+01	9.99525076001495e-01,-1.69265578990188e-02
3.41053956707185e+01	9.99521075756645e-01,-1.70442232060381e-02
3.43426174575103e+01	9.99517019703149e-01,-1.71627055072360e-02
3.45814892523148e+01	9.99512907062868e-01,-1.72820104551711e-02
3.48220225318452e+01	9.99508737046824e-01,-1.74021437410871e-02
3.50642288526416e+01	9.99504508855052e-01,-1.75231110951686e-02
3.53081198516264e+01	9.99500221676448e-01,-1.76449182867988e-02
3.55537072466630e+01	9.99495874688612e-01,-1.77675711248178e-02
3.58010028371191e+01	9.99491467057694e-01,-1.78910754577835e-02
3.60500185044334e+01	9.99486997938233e-01,-1.80154371742332e-02
3.63007662126867e+01	9.99482466472996e-01,-1.81406622029469e-02
3.65532580091762e+01	9.99477871792816e-01,-1.82667565132123e-02
3.68075060249952e+01	9.99473213016422e-01,-1.83937261150915e-02
3.70635224756151e+01	9.99468489250279e-01,-1.85215770596885e-02
3.73213196614725e+01	9.99463699588408e-01,-1.86503154394191e-02
3.75809099685607e+01	9.99458843112220e-01,-1.87799473882816e-02
3.78423058690241e+01	9.99453918890340e-01,-1.89104790821300e-02
3.81055199217578e+01	9.99448925978426e-01,-1.90419167389473e-02
3.83705647730108e+01	9.99443863418995e-01,-1.91742666191219e-02
3.86374531569941e+01	9.99438730241234e-01,-1.93075350257245e-02
3.89061978964917e+01	9.99433525460818e-01,-1.94417283047871e-02
3.91768119034774e+01	9.99428248079725e-01,-1.95768528455830e-02
3.94493081797347e+01	9.99422897086043e-01,-1.97129150809094e-02
3.97236998174817e+01	9.99417471453777e-01,-1.98499214873700e-02
4.00000000000003e+01	9.99411970142655e-01,-1.99878785856611e-02
4.02782220022691e+01	9.99406392097929e-01,-2.01267929408572e-02
4.05583791916015e+01	9.99400736250176e-01,-2.02666711627001e-02
4.08404850282880e+01	9.99395001515092e-01,-2.04075199058880e-02
4.11245530662430e+01	9.99389186793287e-01,-2.05493458703675e-02
4.14105969536554e+01	9.99383290970077e-01,-2.06921558016260e-02
4.16986304336452e+01	9.99377312915269e-01,-2.08359564909864e-02
4.19886673449230e+01	9.99371251482948e-01,-2.09807547759036e-02
4.22807216224556e+01	9.99365105511259e-01,-2.11265575402615e-02
4.25748072981347e+01	9.99358873822185e-01,-2.12733717146728e-02
4.28709385014521e+01	9.99352555221326e-01,-2.14212042767799e-02
4.31691294601774e+01	9.99346148497666e-01,-2.15700622515570e-02
4.34693945010427e+01	9.99339652423350e-01,-2.17199527116144e-02
4.37717480504299e+01	9.99333065753445e-01,-2.18708827775040e-02
4.40762046350648e+01	9.99326387225707e-01,-2.20228596180268e-02
4.43827788827142e+01	9.99319615560338e-01,-2.21758904505413e-02
4.46914855228892e+01	9.99312749459745e-01,-2.23299825412744e-02
4.50023393875528e+01	9.99305787608295e-01,-2.24851432056328e-02
4.53153554118323e+01	9.99298728672062e-01,-2.26413798085171e-02
4.56305486347374e+01	9.99291571298574e-01,-2.27986997646366e-02
4.59479341998818e+01	9.99284314116560e-01,-2.29571105388265e-02
4.62675273562119e+01	9.99276955735685e-01,-2.31166196463655e-02
4.65893434587387e+01	9.99269494746289e-01,-2.32772346532966e-02
4.69133979692756e+01	9.99261929719119e-01,-2.34389631767477e-02
4.72397064571817e+01	9.99254259205056e-01,-2.36018128852553e-02
4.75682846001093e+01	9.99246481734844e-01,-2.37657914990889e-02
4.78991481847576e+01	9.99238595818807e-01,-2.39309067905772e-02
4.82323131076309e+01	9.99230599946573e-01,-2.40971665844360e-02
4.85677953758023e+01	9.99222492586777e-01,-2.42645787580973e-02
4.89056111076832e+01	9.99214272186782e-01,-2.44331512420404e-02
4.92457765337971e+01	9.99205937172380e-01,-2.46028920201242e-02
4.95883079975600e+01	9.99197485947490e-01,-2.47738091299213e-02
4.99332219560650e+01	9.99188916893863e-01,-2.49459106630537e-02
5.02805349808736e+01	9.99180228370771e-01,-2.51192047655294e-02
5.06302637588117e+01	9.99171418714698e-01,-2.52936996380815e-02
5.09824250927710e+01	9.99162486239022e-01,-2.54694035365081e-02
5.13370359025167e+01	9.99153429233702e-01,-2.56463247720140e-02
5.16941132255002e+01	9.99144245964948e-01,-2.58244717115539e-02
5.20536742176779e+01	9.99134934674897e-01,-2.60038527781772e-02
5.24157361543351e+01	9.99125493581278e-01,-2.61844764513738e-02
5.27803164309163e+01	9.99115920877078e-01,-2.63663512674222e-02
5.31474325638610e+01	9.99106214730198e-01,-2.65494858197383e-02
5.35171021914451e+01	9.99096373283108e-01,-2.67338887592266e-02
5.38893430746282e+01	9.99086394652494e-01,-2.69195687946314e-02
5.42641730979075e+01	9.99076276928904e-01,-2.71065346928910e-02
5.46416102701764e+01	9.99066018176390e-01,-2.72947952794926e-02
5.50216727255904e+01	9.99055616432135e-01,-2.74843594388286e-02
5.54043787244376e+01	9.99045069706091e-01,-2.76752361145543e-02
5.57897466540169e+01	9.99034375980597e-01,-2.78674343099472e-02
5.61777950295205e+01	9.99023533210001e-01,-2.80609630882682e-02
5.65685424949245e+01	9.99012539320276e-01,-2.82558315731225e-02
5.69620078238835e+01	9.99001392208624e-01,-2.84520489488240e-02
5.73582099206338e+01	9.98990089743084e-01,-2.86496244607595e-02
5.77571678209005e+01	9.98978629762129e-01,-2.88485674157550e-02
5.81589006928131e+01	9.98967010074257e-01,-2.90488871824429e-02
5.85634278378257e+01	9.98955228457581e-01,-2.92505931916308e-02
