Freq.	V(vout)
2.00000000000000e+01	4.98999752747870e-01,-5.00498250503870e-01
2.01391110011344e+01	4.95530637684524e-01,-5.00482749719806e-01
2.02791895958006e+01	4.92061904051813e-01,-5.00443206501442e-01
2.04202425141439e+01	4.88593885017893e-01,-5.00379630344011e-01
2.05622765331213e+01	4.85126913476377e-01,-5.00292036511042e-01
2.07052984768276e+01	4.81661321918587e-01,-5.00180446025420e-01
2.08493152168224e+01	4.78197442306145e-01,-5.00044885657077e-01
2.09943336724614e+01	4.74735605943988e-01,-4.99885387907336e-01
2.11403608112276e+01	4.71276143353917e-01,-4.99701990989906e-01
2.12874036490672e+01	4.67819384148791e-01,-4.99494738808578e-01
2.14354692507259e+01	4.64365656907455e-01,-4.99263680931613e-01
2.15845647300886e+01	4.60915289050501e-01,-4.99008872562881e-01
2.17346972505212e+01	4.57468606716979e-01,-4.98730374509753e-01
2.18858740252148e+01	4.54025934642136e-01,-4.98428253147810e-01
2.20381023175322e+01	4.50587596036286e-01,-4.98102580382378e-01
2.21913894413569e+01	4.47153912464918e-01,-4.97753433606953e-01
2.23457427614444e+01	4.43725203730110e-01,-4.97380895658550e-01
2.25011696937762e+01	4.40301787753367e-01,-4.96985054770028e-01
2.26576777059160e+01	4.36883980459955e-01,-4.96566004519432e-01
2.28152743173685e+01	4.33472095664825e-01,-4.96123843776420e-01
2.29739670999407e+01	4.30066444960210e-01,-4.95658676645825e-01
2.31337636781058e+01	4.26667337604982e-01,-4.95170612408405e-01
2.32946717293691e+01	4.23275080415843e-01,-4.94659765458857e-01
2.34566989846376e+01	4.19889977660440e-01,-4.94126255241147e-01
2.36198532285906e+01	4.16512330952457e-01,-4.93570206181231e-01
2.37841423000545e+01	4.13142439148791e-01,-4.92991747617230e-01
2.39495740923786e+01	4.09780598248844e-01,-4.92391013727144e-01
2.41161565538152e+01	4.06427101296032e-01,-4.91768143454155e-01
2.42838976879010e+01	4.03082238281556e-01,-4.91123280429628e-01
2.44528055538414e+01	3.99746296050496e-01,-4.90456572893853e-01
2.46228882668984e+01	3.96419558210304e-01,-4.89768173614637e-01
2.47941539987798e+01	3.93102305041731e-01,-4.89058239803806e-01
2.49666109780323e+01	3.89794813412254e-01,-4.88326933031719e-01
2.51402674904366e+01	3.86497356692048e-01,-4.87574419139854e-01
2.53151318794057e+01	3.83210204672547e-01,-4.86800868151581e-01
2.54912125463853e+01	3.79933623487643e-01,-4.86006454181183e-01
2.56685179512581e+01	3.76667875537559e-01,-4.85191355341225e-01
2.58470566127499e+01	3.73413219415430e-01,-4.84355753648364e-01
2.60268371088387e+01	3.70169909836632e-01,-4.83499834927675e-01
2.62078680771673e+01	3.66938197570883e-01,-4.82623788715593e-01
2.63901582154580e+01	3.63718329377150e-01,-4.81727808161565e-01
2.65737162819303e+01	3.60510547941372e-01,-4.80812089928491e-01
2.67585510957223e+01	3.57315091817040e-01,-4.79876834092054e-01
2.69446715373139e+01	3.54132195368629e-01,-4.78922244039024e-01
2.71320865489535e+01	3.50962088717915e-01,-4.77948526364639e-01
2.73208051350880e+01	3.47804997693173e-01,-4.76955890769134e-01
2.75108363627950e+01	3.44661143781269e-01,-4.75944549953531e-01
2.77021893622186e+01	3.41530744082658e-01,-4.74914719514761e-01
2.78948733270082e+01	3.38414011269279e-01,-4.73866617840219e-01
2.80888975147600e+01	3.35311153545341e-01,-4.72800466001844e-01
2.82842712474620e+01	3.32222374611019e-01,-4.71716487649796e-01
2.84810039119415e+01	3.29147873629018e-01,-4.70614908905840e-01
2.86791049603166e+01	3.26087845194033e-01,-4.69495958256504e-01
2.88785839104500e+01	3.23042479305050e-01,-4.68359866446105e-01
2.90794503464063e+01	3.20011961340513e-01,-4.67206866369736e-01
2.92817139189126e+01	3.16996472036304e-01,-4.66037192966282e-01
2.94853843458221e+01	3.13996187466542e-01,-4.64851083111549e-01
2.96904714125811e+01	3.11011279027153e-01,-4.63648775511605e-01
2.98969849726989e+01	3.08041913422202e-01,-4.62430510596387e-01
3.01049349482215e+01	3.05088252652956e-01,-4.61196530413668e-01
3.03143313302081e+01	3.02150454009633e-01,-4.59947078523453e-01
3.05251841792113e+01	2.99228670065822e-01,-4.58682399892885e-01
3.07375036257604e+01	2.96323048675533e-01,-4.57402740791720e-01
3.09512998708479e+01	2.93433732972824e-01,-4.56108348688463e-01
3.11665831864201e+01	2.90560861373993e-01,-4.54799472147208e-01
3.13833639158702e+01	2.87704567582271e-01,-4.53476360725275e-01
3.16016524745352e+01	2.84864980594984e-01,-4.52139264871683e-01
3.18214593501969e+01	2.82042224713134e-01,-4.50788435826546e-01
3.20427951035850e+01	2.79236419553359e-01,-4.49424125521438e-01
3.22656703688852e+01	2.76447680062215e-01,-4.48046586480787e-01
3.24900958542496e+01	2.73676116532738e-01,-4.46656071724359e-01
3.27160823423114e+01	2.70921834623236e-01,-4.45252834670885e-01
3.29436406907031e+01	2.68184935378248e-01,-4.43837129042881e-01
3.31727818325778e+01	2.65465515251637e-01,-4.42409208772716e-01
3.34035167771350e+01	2.62763666131737e-01,-4.40969327909968e-01
3.36358566101488e+01	2.60079475368527e-01,-4.39517740530121e-01
3.38698124945013e+01	2.57413025802751e-01,-4.38054700644643e-01
3.41053956707185e+01	2.54764395796945e-01,-4.36580462112485e-01
3.43426174575103e+01	2.52133659268306e-01,-4.35095278553045e-01
3.45814892523148e+01	2.49520885723344e-01,-4.33599403260627e-01
3.48220225318452e+01	2.46926140294263e-01,-4.32093089120432e-01
3.50642288526416e+01	2.44349483777013e-01,-4.30576588526118e-01
3.53081198516264e+01	2.41790972670942e-01,-4.29050153298951e-01
3.55537072466630e+01	2.39250659220007e-01,-4.27514034608579e-01
3.58010028371191e+01	2.36728591455470e-01,-4.25968482895458e-01
3.60500185044334e+01	2.34224813240026e-01,-4.24413747794942e-01
3.63007662126867e+01	2.31739364313298e-01,-4.22850078063079e-01
3.65532580091762e+01	2.29272280338647e-01,-4.21277721504104e-01
3.68075060249952e+01	2.26823592951229e-01,-4.19696924899675e-01
3.70635224756151e+01	2.24393329807250e-01,-4.18107933939849e-01
3.73213196614725e+01	2.21981514634343e-01,-4.16510993155812e-01
3.75809099685607e+01	2.19588167283032e-01,-4.14906345854390e-01
