time	V(vout)
4.107962500074725e-03	9.701114e-03
4.117728125074725e-03	4.786178e-02
4.122610937574725e-03	6.711194e-02
4.127493750074725e-03	8.644487e-02
4.132376562574725e-03	1.058377e-01
4.137259375074725e-03	1.252675e-01
4.142142187574725e-03	1.447111e-01
4.147025000074724e-03	1.641454e-01
4.151907812574724e-03	1.835465e-01
4.156790625074724e-03	2.028902e-01
4.161673437574724e-03	2.221512e-01
4.166556250074724e-03	2.413027e-01
4.171439062574724e-03	2.603154e-01
4.176321875074724e-03	2.791567e-01
4.181204687574724e-03	2.977884e-01
4.186087500074724e-03	3.161652e-01
4.190970312574724e-03	3.342308e-01
4.195853125074723e-03	3.519145e-01
4.200735937574723e-03	3.691266e-01
4.205618750074723e-03	3.857535e-01
4.210501562574723e-03	4.016550e-01
4.215384375074723e-03	4.166642e-01
4.220267187574723e-03	4.305947e-01
4.225150000074723e-03	4.432571e-01
4.230032812574723e-03	4.544833e-01
4.239798437574722e-03	4.722384e-01
4.244681250074722e-03	4.787752e-01
4.249564062574722e-03	4.838945e-01
4.254446875074722e-03	4.877785e-01
4.259329687574722e-03	4.906336e-01
4.264212500074722e-03	4.926621e-01
4.269095312574722e-03	4.940442e-01
4.273978125074722e-03	4.949283e-01
4.278860937574722e-03	4.954309e-01
4.283743750074722e-03	4.956392e-01
4.288626562574721e-03	4.956169e-01
4.293509375074721e-03	4.954093e-01
4.298392187574721e-03	4.950479e-01
4.303275000074721e-03	4.945543e-01
4.308157812574721e-03	4.939430e-01
4.317923437574721e-03	4.924005e-01
4.332571875074720e-03	4.893353e-01
4.347220312574720e-03	4.853563e-01
4.356985937574720e-03	4.821560e-01
4.366751562574720e-03	4.784733e-01
4.376517187574720e-03	4.742585e-01
4.386282812574719e-03	4.694507e-01
4.396048437574719e-03	4.639770e-01
4.405814062574719e-03	4.577508e-01
4.415579687574719e-03	4.506703e-01
4.420462500074719e-03	4.467737e-01
4.425345312574719e-03	4.426182e-01
4.430228125074718e-03	4.381867e-01
4.439993750074718e-03	4.284227e-01
4.444876562574718e-03	4.230520e-01
4.449759375074718e-03	4.173287e-01
4.454642187574718e-03	4.112329e-01
4.459525000074718e-03	4.047443e-01
4.464407812574718e-03	3.978429e-01
4.469290625074718e-03	3.905098e-01
4.474173437574717e-03	3.827269e-01
4.479056250074717e-03	3.744774e-01
4.483939062574717e-03	3.657467e-01
4.488821875074717e-03	3.565223e-01
4.493704687574717e-03	3.467939e-01
4.498587500074717e-03	3.365543e-01
4.503470312574717e-03	3.257989e-01
4.508353125074717e-03	3.145263e-01
4.513235937574717e-03	3.027378e-01
4.518118750074717e-03	2.904377e-01
4.523001562574716e-03	2.776329e-01
4.527884375074716e-03	2.643328e-01
4.532767187574716e-03	2.505493e-01
4.537650000074716e-03	2.362958e-01
4.542532812574716e-03	2.215879e-01
4.547415625074716e-03	2.064424e-01
4.552298437574716e-03	1.908774e-01
4.557181250074716e-03	1.749121e-01
4.562064062574716e-03	1.585662e-01
4.566946875074715e-03	1.418605e-01
4.571829687574715e-03	1.248160e-01
4.576712500074715e-03	1.074544e-01
4.581595312574715e-03	8.979751e-02
4.591360937574715e-03	5.368653e-02
4.596243750074715e-03	3.527729e-02
4.601126562574715e-03	1.666231e-02
4.606009375074715e-03	-2.135733e-03
4.610892187574715e-03	-2.109409e-02
4.620657812574714e-03	-5.940066e-02
4.625540625074714e-03	-7.870322e-02
4.630423437574714e-03	-9.807485e-02
4.635306250074714e-03	-1.174926e-01
4.640189062574714e-03	-1.369335e-01
4.645071875074714e-03	-1.563743e-01
4.649954687574714e-03	-1.757916e-01
4.654837500074714e-03	-1.951612e-01
4.659720312574714e-03	-2.144584e-01
4.664603125074713e-03	-2.336571e-01
4.669485937574713e-03	-2.527290e-01
4.674368750074713e-03	-2.716431e-01
4.679251562574713e-03	-2.903636e-01
4.684134375074713e-03	-3.088484e-01
4.689017187574713e-03	-3.270460e-01
4.693900000074713e-03	-3.448921e-01
4.698782812574713e-03	-3.623050e-01
4.703665625074713e-03	-3.791813e-01
4.708548437574712e-03	-3.953916e-01
4.713431250074712e-03	-4.107792e-01
4.718314062574712e-03	-4.251643e-01
4.723196875074712e-03	-4.383559e-01
4.728079687574712e-03	-4.501741e-01
4.732962500074712e-03	-4.604783e-01
4.737845312574712e-03	-4.691958e-01
4.742728125074712e-03	-4.763392e-01
4.747610937574712e-03	-4.820061e-01
4.752493750074712e-03	-4.863602e-01
4.757376562574711e-03	-4.896017e-01
4.762259375074711e-03	-4.919377e-01
4.767142187574711e-03	-4.935587e-01
4.772025000074711e-03	-4.946263e-01
4.776907812574711e-03	-4.952695e-01
4.781790625074711e-03	-4.955867e-01
4.786673437574711e-03	-4.956503e-01
4.791556250074711e-03	-4.955123e-01
4.796439062574711e-03	-4.952093e-01
4.801321875074710e-03	-4.947666e-01
4.806204687574710e-03	-4.942010e-01
4.811087500074710e-03	-4.935237e-01
4.825735937574710e-03	-4.908767e-01
4.840384375074710e-03	-4.873309e-01
4.850150000074709e-03	-4.844443e-01
4.859915625074709e-03	-4.811039e-01
4.869681250074709e-03	-4.772673e-01
4.879446875074709e-03	-4.728815e-01
4.889212500074709e-03	-4.678822e-01
4.898978125074708e-03	-4.621925e-01
4.908743750074708e-03	-4.557213e-01
4.913626562574708e-03	-4.521601e-01
4.923392187574708e-03	-4.443125e-01
4.928275000074708e-03	-4.399936e-01
4.938040625074708e-03	-4.304769e-01
4.942923437574707e-03	-4.252414e-01
4.947806250074707e-03	-4.196616e-01
4.952689062574707e-03	-4.137172e-01
4.957571875074707e-03	-4.073881e-01
4.962454687574707e-03	-4.006542e-01
4.967337500074707e-03	-3.934961e-01
4.972220312574707e-03	-3.858951e-01
4.977103125074707e-03	-3.778342e-01
4.981985937574707e-03	-3.692976e-01
4.986868750074707e-03	-3.602720e-01
4.991751562574706e-03	-3.507463e-01
4.996634375074706e-03	-3.407519e-01
5.000000000000000e-03	-3.336255e-01
