Freq.	V(vout)
2.00000000000000e+01	9.92162837610491e-01,-7.92671235870351e-02
2.01391110011344e+01	9.92075001971812e-01,-7.98114037470728e-02
2.02791895958006e+01	9.91985956071132e-01,-8.03593224835594e-02
2.04202425141439e+01	9.91895683455813e-01,-8.09109020569909e-02
2.05622765331213e+01	9.91804167455789e-01,-8.14661648202255e-02
2.07052984768276e+01	9.91711391180866e-01,-8.20251332178682e-02
2.08493152168224e+01	9.91617337517994e-01,-8.25878297856261e-02
2.09943336724614e+01	9.91521989128511e-01,-8.31542771496341e-02
2.11403608112276e+01	9.91425328445361e-01,-8.37244980257509e-02
2.12874036490672e+01	9.91327337670275e-01,-8.42985152188234e-02
2.14354692507259e+01	9.91227998770932e-01,-8.48763516219210e-02
2.15845647300886e+01	9.91127293478085e-01,-8.54580302155359e-02
2.17346972505212e+01	9.91025203282662e-01,-8.60435740667517e-02
2.18858740252148e+01	9.90921709432828e-01,-8.66330063283779e-02
2.20381023175322e+01	9.90816792931033e-01,-8.72263502380500e-02
2.21913894413569e+01	9.90710434531013e-01,-8.78236291172946e-02
2.23457427614444e+01	9.90602614734776e-01,-8.84248663705585e-02
2.25011696937762e+01	9.90493313789548e-01,-8.90300854842008e-02
2.26576777059160e+01	9.90382511684694e-01,-8.96393100254479e-02
2.28152743173685e+01	9.90270188148604e-01,-9.02525636413106e-02
2.29739670999407e+01	9.90156322645557e-01,-9.08698700574606e-02
2.31337636781058e+01	9.90040894372544e-01,-9.14912530770687e-02
2.32946717293691e+01	9.89923882256073e-01,-9.21167365796014e-02
2.34566989846376e+01	9.89805264948929e-01,-9.27463445195759e-02
2.36198532285906e+01	9.89685020826917e-01,-9.33801009252724e-02
2.37841423000545e+01	9.89563127985567e-01,-9.40180298974035e-02
2.39495740923786e+01	9.89439564236810e-01,-9.46601556077387e-02
2.41161565538152e+01	9.89314307105623e-01,-9.53065022976841e-02
2.42838976879010e+01	9.89187333826644e-01,-9.59570942768155e-02
2.44528055538414e+01	9.89058621340757e-01,-9.66119559213644e-02
2.46228882668984e+01	9.88928146291646e-01,-9.72711116726564e-02
2.47941539987798e+01	9.88795885022315e-01,-9.79345860354999e-02
2.49666109780323e+01	9.88661813571585e-01,-9.86024035765248e-02
2.51402674904366e+01	9.88525907670552e-01,-9.92745889224704e-02
2.53151318794057e+01	9.88388142739019e-01,-9.99511667584206e-02
2.54912125463853e+01	9.88248493881901e-01,-1.00632161825987e-01
2.56685179512581e+01	9.88106935885589e-01,-1.01317598921436e-01
2.58470566127499e+01	9.87963443214296e-01,-1.02007502893762e-01
2.60268371088387e+01	9.87817990006364e-01,-1.02701898642705e-01
2.62078680771673e+01	9.87670550070545e-01,-1.03400811116707e-01
2.63901582154580e+01	9.87521096882252e-01,-1.04104265310813e-01
2.65737162819303e+01	9.87369603579779e-01,-1.04812286264513e-01
2.67585510957223e+01	9.87216042960490e-01,-1.05524899059518e-01
2.69446715373139e+01	9.87060387476985e-01,-1.06242128817481e-01
2.71320865489535e+01	9.86902609233228e-01,-1.06964000697646e-01
2.73208051350880e+01	9.86742679980653e-01,-1.07690539894443e-01
2.75108363627950e+01	9.86580571114237e-01,-1.08421771635006e-01
2.77021893622186e+01	9.86416253668546e-01,-1.09157721176631e-01
2.78948733270082e+01	9.86249698313755e-01,-1.09898413804166e-01
2.80888975147600e+01	9.86080875351634e-01,-1.10643874827327e-01
2.82842712474620e+01	9.85909754711516e-01,-1.11394129577944e-01
2.84810039119415e+01	9.85736305946225e-01,-1.12149203407140e-01
2.86791049603166e+01	9.85560498227990e-01,-1.12909121682430e-01
2.88785839104500e+01	9.85382300344322e-01,-1.13673909784746e-01
2.90794503464063e+01	9.85201680693874e-01,-1.14443593105392e-01
2.92817139189126e+01	9.85018607282266e-01,-1.15218197042911e-01
2.94853843458221e+01	9.84833047717891e-01,-1.15997746999880e-01
2.96904714125811e+01	9.84644969207695e-01,-1.16782268379625e-01
2.98969849726989e+01	9.84454338552933e-01,-1.17571786582849e-01
3.01049349482215e+01	9.84261122144897e-01,-1.18366327004181e-01
3.03143313302081e+01	9.84065285960627e-01,-1.19165915028635e-01
3.05251841792113e+01	9.83866795558596e-01,-1.19970576027988e-01
3.07375036257604e+01	9.83665616074373e-01,-1.20780335357070e-01
3.09512998708479e+01	9.83461712216265e-01,-1.21595218349957e-01
3.11665831864201e+01	9.83255048260936e-01,-1.22415250316080e-01
3.13833639158702e+01	9.83045588049014e-01,-1.23240456536242e-01
3.16016524745352e+01	9.82833294980668e-01,-1.24070862258533e-01
3.18214593501969e+01	9.82618132011171e-01,-1.24906492694159e-01
3.20427951035850e+01	9.82400061646451e-01,-1.25747373013165e-01
3.22656703688852e+01	9.82179045938613e-01,-1.26593528340064e-01
3.24900958542496e+01	9.81955046481456e-01,-1.27444983749364e-01
3.27160823423114e+01	9.81728024405972e-01,-1.28301764260991e-01
3.29436406907031e+01	9.81497940375824e-01,-1.29163894835609e-01
3.31727818325778e+01	9.81264754582821e-01,-1.30031400369837e-01
3.34035167771350e+01	9.81028426742374e-01,-1.30904305691350e-01
3.36358566101488e+01	9.80788916088946e-01,-1.31782635553880e-01
3.38698124945013e+01	9.80546181371484e-01,-1.32666414632101e-01
3.41053956707185e+01	9.80300180848852e-01,-1.33555667516402e-01
3.43426174575103e+01	9.80050872285250e-01,-1.34450418707546e-01
3.45814892523148e+01	9.79798212945629e-01,-1.35350692611209e-01
3.48220225318452e+01	9.79542159591097e-01,-1.36256513532407e-01
3.50642288526416e+01	9.79282668474331e-01,-1.37167905669797e-01
3.53081198516264e+01	9.79019695334972e-01,-1.38084893109861e-01
3.55537072466630e+01	9.78753195395036e-01,-1.39007499820961e-01
3.58010028371191e+01	9.78483123354306e-01,-1.39935749647272e-01
3.60500185044334e+01	9.78209433385750e-01,-1.40869666302587e-01
3.63007662126867e+01	9.77932079130916e-01,-1.41809273363990e-01
3.65532580091762e+01	9.77651013695355e-01,-1.42754594265403e-01
3.68075060249952e+01	9.77366189644039e-01,-1.43705652290992e-01
3.70635224756151e+01	9.77077558996789e-01,-1.44662470568445e-01
3.73213196614725e+01	9.76785073223718e-01,-1.45625072062109e-01
3.75809099685607e+01	9.76488683240680e-01,-1.46593479565992e-01
3.78423058690241e+01	9.76188339404739e-01,-1.47567715696616e-01
3.81055199217578e+01	9.75883991509652e-01,-1.48547802885734e-01
3.83705647730108e+01	9.75575588781372e-01,-1.49533763372905e-01
3.86374531569941e+01	9.75263079873567e-01,-1.50525619197909e-01
3.89061978964917e+01	9.74946412863166e-01,-1.51523392193029e-01
3.91768119034774e+01	9.74625535245933e-01,-1.52527103975174e-01
