Freq.	V(vout)
2.00000000000000e+01	7.99479528630948e-01,-4.00639403695029e-01
2.01391110011344e+01	7.97247338200220e-01,-4.02301087866741e-01
2.02791895958006e+01	7.94996662841985e-01,-4.03957124223922e-01
2.04202425141439e+01	7.92727490945260e-01,-4.05607282625033e-01
2.05622765331213e+01	7.90439814291170e-01,-4.07251331209348e-01
2.07052984768276e+01	7.88133628111351e-01,-4.08889036446843e-01
2.08493152168224e+01	7.85808931145758e-01,-4.10520163189865e-01
2.09943336724614e+01	7.83465725699844e-01,-4.12144474726599e-01
2.11403608112276e+01	7.81104017701044e-01,-4.13761732836336e-01
2.12874036490672e+01	7.78723816754513e-01,-4.15371697846534e-01
2.14354692507259e+01	7.76325136198059e-01,-4.16974128691680e-01
2.15845647300886e+01	7.73907993156221e-01,-4.18568782973950e-01
2.17346972505212e+01	7.71472408593426e-01,-4.20155417025649e-01
2.18858740252148e+01	7.69018407366174e-01,-4.21733785973450e-01
2.20381023175322e+01	7.66546018274196e-01,-4.23303643804396e-01
2.21913894413569e+01	7.64055274110507e-01,-4.24864743433676e-01
2.23457427614444e+01	7.61546211710330e-01,-4.26416836774158e-01
2.25011696937762e+01	7.59018871998792e-01,-4.27959674807652e-01
2.26576777059160e+01	7.56473300037361e-01,-4.29493007657912e-01
2.28152743173685e+01	7.53909545068958e-01,-4.31016584665334e-01
2.29739670999407e+01	7.51327660561673e-01,-4.32530154463349e-01
2.31337636781058e+01	7.48727704251040e-01,-4.34033465056475e-01
2.32946717293691e+01	7.46109738180802e-01,-4.35526263900015e-01
2.34566989846376e+01	7.43473828742111e-01,-4.37008297981368e-01
2.36198532285906e+01	7.40820046711101e-01,-4.38479313902925e-01
2.37841423000545e+01	7.38148467284774e-01,-4.39939057966526e-01
2.39495740923786e+01	7.35459170115150e-01,-4.41387276259432e-01
2.41161565538152e+01	7.32752239341603e-01,-4.42823714741789e-01
2.42838976879010e+01	7.30027763621347e-01,-4.44248119335548e-01
2.44528055538414e+01	7.27285836157999e-01,-4.45660236014783e-01
2.46228882668984e+01	7.24526554728174e-01,-4.47059810897389e-01
2.47941539987798e+01	7.21750021706044e-01,-4.48446590338104e-01
2.49666109780323e+01	7.18956344085821e-01,-4.49820321022801e-01
2.51402674904366e+01	7.16145633502096e-01,-4.51180750064024e-01
2.53151318794057e+01	7.13318006247993e-01,-4.52527625097694e-01
2.54912125463853e+01	7.10473583291075e-01,-4.53860694380944e-01
2.56685179512581e+01	7.07612490286965e-01,-4.55179706891028e-01
2.58470566127499e+01	7.04734857590619e-01,-4.56484412425243e-01
2.60268371088387e+01	7.01840820265220e-01,-4.57774561701805e-01
2.62078680771673e+01	6.98930518088625e-01,-4.59049906461625e-01
2.63901582154580e+01	6.96004095557346e-01,-4.60310199570909e-01
2.65737162819303e+01	6.93061701887999e-01,-4.61555195124523e-01
2.67585510957223e+01	6.90103491016200e-01,-4.62784648550065e-01
2.69446715373139e+01	6.87129621592852e-01,-4.63998316712549e-01
2.71320865489535e+01	6.84140256977799e-01,-4.65195958019666e-01
2.73208051350880e+01	6.81135565230807e-01,-4.66377332527512e-01
2.75108363627950e+01	6.78115719099837e-01,-4.67542202046733e-01
2.77021893622186e+01	6.75080896006583e-01,-4.68690330249005e-01
2.78948733270082e+01	6.72031278029249e-01,-4.69821482773764e-01
2.80888975147600e+01	6.68967051882530e-01,-4.70935427335114e-01
2.82842712474620e+01	6.65888408894789e-01,-4.72031933828828e-01
2.84810039119415e+01	6.62795544982390e-01,-4.73110774439362e-01
2.86791049603166e+01	6.59688660621192e-01,-4.74171723746798e-01
2.88785839104500e+01	6.56567960815161e-01,-4.75214558833627e-01
2.90794503464063e+01	6.53433655062118e-01,-4.76239059391292e-01
2.92817139189126e+01	6.50285957316587e-01,-4.77245007826403e-01
2.94853843458221e+01	6.47125085949755e-01,-4.78232189366529e-01
2.96904714125811e+01	6.43951263706525e-01,-4.79200392165489e-01
2.98969849726989e+01	6.40764717659675e-01,-4.80149407408044e-01
3.01049349482215e+01	6.37565679161116e-01,-4.81079029413908e-01
3.03143313302081e+01	6.34354383790258e-01,-4.81989055740974e-01
3.05251841792113e+01	6.31131071299491e-01,-4.82879287287687e-01
3.07375036257604e+01	6.27895985556792e-01,-4.83749528394442e-01
3.09512998708479e+01	6.24649374485480e-01,-4.84599586943950e-01
3.11665831864201e+01	6.21391490001121e-01,-4.85429274460453e-01
