Freq.	V(vout)
1.00000000000000e-02	9.99905851379831e-01,-2.49995484913949e-06
1.00695555005672e-02	9.99905851379743e-01,-2.51734341023199e-06
1.01395947979003e-02	9.99905851379655e-01,-2.53485291833159e-06
1.02101212570719e-02	9.99905851379565e-01,-2.55248421469123e-06
1.02811382665607e-02	9.99905851379474e-01,-2.57023814641527e-06
1.03526492384138e-02	9.99905851379382e-01,-2.58811556650011e-06
1.04246576084112e-02	9.99905851379289e-01,-2.60611733387523e-06
1.04971668362307e-02	9.99905851379194e-01,-2.62424431344443e-06
1.05701804056138e-02	9.99905851379098e-01,-2.64249737612740e-06
1.06437018245336e-02	9.99905851379000e-01,-2.66087739890155e-06
1.07177346253629e-02	9.99905851378901e-01,-2.67938526484413e-06
1.07922823650443e-02	9.99905851378801e-01,-2.69802186317472e-06
1.08673486252606e-02	9.99905851378700e-01,-2.71678808929788e-06
1.09429370126074e-02	9.99905851378597e-01,-2.73568484484621e-06
1.10190511587661e-02	9.99905851378492e-01,-2.75471303772365e-06
1.10956947206785e-02	9.99905851378386e-01,-2.77387358214914e-06
1.11728713807222e-02	9.99905851378279e-01,-2.79316739870049e-06
1.12505848468881e-02	9.99905851378170e-01,-2.81259541435864e-06
1.13288388529580e-02	9.99905851378059e-01,-2.83215856255220e-06
1.14076371586843e-02	9.99905851377947e-01,-2.85185778320228e-06
1.14869835499704e-02	9.99905851377834e-01,-2.87169402276766e-06
1.15668818390529e-02	9.99905851377719e-01,-2.89166823429027e-06
1.16473358646846e-02	9.99905851377602e-01,-2.91178137744095e-06
1.17283494923188e-02	9.99905851377484e-01,-2.93203441856562e-06
1.18099266142953e-02	9.99905851377364e-01,-2.95242833073162e-06
1.18920711500272e-02	9.99905851377242e-01,-2.97296409377454e-06
1.19747870461893e-02	9.99905851377118e-01,-2.99364269434525e-06
1.20580782769076e-02	9.99905851376993e-01,-3.01446512595732e-06
1.21419488439505e-02	9.99905851376866e-01,-3.03543238903476e-06
1.22264027769207e-02	9.99905851376738e-01,-3.05654549096009e-06
1.23114441334492e-02	9.99905851376607e-01,-3.07780544612270e-06
1.23970769993899e-02	9.99905851376475e-01,-3.09921327596763e-06
1.24833054890162e-02	9.99905851376341e-01,-3.12077000904466e-06
1.25701337452183e-02	9.99905851376205e-01,-3.14247668105765e-06
1.26575659397028e-02	9.99905851376067e-01,-3.16433433491438e-06
1.27456062731927e-02	9.99905851375927e-01,-3.18634402077662e-06
1.28342589756291e-02	9.99905851375786e-01,-3.20850679611061e-06
1.29235283063750e-02	9.99905851375642e-01,-3.23082372573781e-06
1.30134185544194e-02	9.99905851375496e-01,-3.25329588188614e-06
1.31039340385837e-02	9.99905851375348e-01,-3.27592434424144e-06
1.31950791077290e-02	9.99905851375199e-01,-3.29871019999934e-06
1.32868581409652e-02	9.99905851375047e-01,-3.32165454391754e-06
1.33792755478612e-02	9.99905851374893e-01,-3.34475847836837e-06
1.34723357686569e-02	9.99905851374736e-01,-3.36802311339177e-06
1.35660432744768e-02	9.99905851374578e-01,-3.39144956674861e-06
1.36604025675440e-02	9.99905851374418e-01,-3.41503896397442e-06
1.37554181813975e-02	9.99905851374255e-01,-3.43879243843343e-06
1.38510946811093e-02	9.99905851374090e-01,-3.46271113137305e-06
1.39474366635041e-02	9.99905851373922e-01,-3.48679619197869e-06
