Freq.	V(vout)
1.00000000000000e-02	9.99811720473161e-01,-4.99896836198735e-06
1.00695555005672e-02	9.99811720472812e-01,-5.03373893665935e-06
1.01395947979003e-02	9.99811720472458e-01,-5.06875135980395e-06
1.02101212570719e-02	9.99811720472100e-01,-5.10400731361029e-06
1.02811382665607e-02	9.99811720471736e-01,-5.13950849196810e-06
1.03526492384138e-02	9.99811720471367e-01,-5.17525660054901e-06
1.04246576084112e-02	9.99811720470993e-01,-5.21125335688854e-06
1.04971668362307e-02	9.99811720470614e-01,-5.24750049046863e-06
1.05701804056138e-02	9.99811720470230e-01,-5.28399974280071e-06
1.06437018245336e-02	9.99811720469840e-01,-5.32075286750938e-06
1.07177346253629e-02	9.99811720469445e-01,-5.35776163041665e-06
1.07922823650443e-02	9.99811720469044e-01,-5.39502780962682e-06
1.08673486252606e-02	9.99811720468637e-01,-5.43255319561186e-06
1.09429370126074e-02	9.99811720468225e-01,-5.47033959129747e-06
1.10190511587661e-02	9.99811720467808e-01,-5.50838881214969e-06
1.10956947206785e-02	9.99811720467384e-01,-5.54670268626212e-06
1.11728713807222e-02	9.99811720466954e-01,-5.58528305444375e-06
1.12505848468881e-02	9.99811720466519e-01,-5.62413177030743e-06
1.13288388529580e-02	9.99811720466077e-01,-5.66325070035889e-06
1.14076371586843e-02	9.99811720465629e-01,-5.70264172408643e-06
1.14869835499704e-02	9.99811720465175e-01,-5.74230673405124e-06
1.15668818390529e-02	9.99811720464715e-01,-5.78224763597830e-06
1.16473358646846e-02	9.99811720464248e-01,-5.82246634884797e-06
1.17283494923188e-02	9.99811720463775e-01,-5.86296480498817e-06
1.18099266142953e-02	9.99811720463295e-01,-5.90374495016721e-06
1.18920711500272e-02	9.99811720462808e-01,-5.94480874368731e-06
1.19747870461893e-02	9.99811720462315e-01,-5.98615815847869e-06
1.20580782769076e-02	9.99811720461814e-01,-6.02779518119441e-06
1.21419488439505e-02	9.99811720461307e-01,-6.06972181230578e-06
1.22264027769207e-02	9.99811720460793e-01,-6.11194006619848e-06
1.23114441334492e-02	9.99811720460271e-01,-6.15445197126938e-06
1.23970769993899e-02	9.99811720459742e-01,-6.19725957002394e-06
1.24833054890162e-02	9.99811720459206e-01,-6.24036491917438e-06
1.25701337452183e-02	9.99811720458663e-01,-6.28377008973847e-06
1.26575659397028e-02	9.99811720458111e-01,-6.32747716713907e-06
1.27456062731927e-02	9.99811720457552e-01,-6.37148825130429e-06
1.28342589756291e-02	9.99811720456985e-01,-6.41580545676839e-06
1.29235283063750e-02	9.99811720456411e-01,-6.46043091277340e-06
1.30134185544194e-02	9.99811720455828e-01,-6.50536676337138e-06
1.31039340385837e-02	9.99811720455237e-01,-6.55061516752746e-06
1.31950791077290e-02	9.99811720454638e-01,-6.59617829922354e-06
1.32868581409652e-02	9.99811720454030e-01,-6.64205834756280e-06
1.33792755478612e-02	9.99811720453414e-01,-6.68825751687480e-06
1.34723357686569e-02	9.99811720452790e-01,-6.73477802682144e-06
1.35660432744768e-02	9.99811720452157e-01,-6.78162211250359e-06
1.36604025675440e-02	9.99811720451514e-01,-6.82879202456848e-06
1.37554181813975e-02	9.99811720450863e-01,-6.87629002931781e-06
1.38510946811093e-02	9.99811720450203e-01,-6.92411840881667e-06
1.39474366635041e-02	9.99811720449534e-01,-6.97227946100318e-06
1.40444487573800e-02	9.99811720448855e-01,-7.02077549979885e-06
1.41421356237310e-02	9.99811720448167e-01,-7.06960885521982e-06
1.42405019559708e-02	9.99811720447469e-01,-7.11878187348876e-06
1.43395524801583e-02	9.99811720446761e-01,-7.16829691714760e-06
1.44392919552250e-02	9.99811720446044e-01,-7.21815636517106e-06
1.45397251732032e-02	9.99811720445317e-01,-7.26836261308095e-06
1.46408569594563e-02	9.99811720444579e-01,-7.31891807306122e-06
1.47426921729111e-02	9.99811720443831e-01,-7.36982517407390e-06
1.48452357062906e-02	9.99811720443073e-01,-7.42108636197581e-06
1.49484924863495e-02	9.99811720442304e-01,-7.47270409963602e-06
1.50524674741107e-02	9.99811720441524e-01,-7.52468086705422e-06
1.51571656651041e-02	9.99811720440734e-01,-7.57701916147986e-06
1.52625920896057e-02	9.99811720439932e-01,-7.62972149753213e-06
1.53687518128802e-02	9.99811720439119e-01,-7.68279040732080e-06
1.54756499354240e-02	9.99811720438295e-01,-7.73622844056782e-06
1.55832915932101e-02	9.99811720437459e-01,-7.79003816472989e-06
1.56916819579351e-02	9.99811720436612e-01,-7.84422216512178e-06
1.58008262372676e-02	9.99811720435753e-01,-7.89878304504052e-06
1.59107296750985e-02	9.99811720434882e-01,-7.95372342589053e-06
1.60213975517925e-02	9.99811720433999e-01,-8.00904594730953e-06
1.61328351844426e-02	9.99811720433103e-01,-8.06475326729538e-06
1.62450479271248e-02	9.99811720432195e-01,-8.12084806233377e-06
1.63580411711557e-02	9.99811720431274e-01,-8.17733302752681e-06
1.64718203453516e-02	9.99811720430341e-01,-8.23421087672254e-06
1.65863909162889e-02	9.99811720429394e-01,-8.29148434264531e-06
1.67017583885675e-02	9.99811720428434e-01,-8.34915617702707e-06
1.68179283050744e-02	9.99811720427461e-01,-8.40722915073956e-06
1.69349062472506e-02	9.99811720426474e-01,-8.46570605392747e-06
1.70526978353592e-02	9.99811720425473e-01,-8.52458969614250e-06
1.71713087287552e-02	9.99811720424459e-01,-8.58388290647830e-06
1.72907446261574e-02	9.99811720423430e-01,-8.64358853370643e-06
1.74110112659226e-02	9.99811720422387e-01,-8.70370944641323e-06
1.75321144263208e-02	9.99811720421329e-01,-8.76424853313762e-06
1.76540599258132e-02	9.99811720420257e-01,-8.82520870250992e-06
1.77768536233315e-02	9.99811720419169e-01,-8.88659288339155e-06
1.79005014185596e-02	9.99811720418067e-01,-8.94840402501579e-06
