Freq.	V(vout)
1.00000000000000e-02	9.99247306743268e-01,-1.99733036861163e-05
1.00695555005672e-02	9.99247306737695e-01,-2.01122289995910e-05
1.01395947979003e-02	9.99247306732044e-01,-2.02521206150353e-05
1.02101212570719e-02	9.99247306726314e-01,-2.03929852536109e-05
1.02811382665607e-02	9.99247306720504e-01,-2.05348296832290e-05
1.03526492384138e-02	9.99247306714614e-01,-2.06776607188750e-05
1.04246576084112e-02	9.99247306708641e-01,-2.08214852229365e-05
1.04971668362307e-02	9.99247306702584e-01,-2.09663101055328e-05
1.05701804056138e-02	9.99247306696443e-01,-2.11121423248468e-05
1.06437018245336e-02	9.99247306690216e-01,-2.12589888874593e-05
1.07177346253629e-02	9.99247306683903e-01,-2.14068568486860e-05
1.07922823650443e-02	9.99247306677501e-01,-2.15557533129160e-05
1.08673486252606e-02	9.99247306671010e-01,-2.17056854339533e-05
1.09429370126074e-02	9.99247306664428e-01,-2.18566604153605e-05
1.10190511587661e-02	9.99247306657754e-01,-2.20086855108053e-05
1.10956947206785e-02	9.99247306650987e-01,-2.21617680244082e-05
1.11728713807222e-02	9.99247306644126e-01,-2.23159153110941e-05
1.12505848468881e-02	9.99247306637169e-01,-2.24711347769455e-05
1.13288388529580e-02	9.99247306630115e-01,-2.26274338795581e-05
1.14076371586843e-02	9.99247306622962e-01,-2.27848201283994e-05
1.14869835499704e-02	9.99247306615710e-01,-2.29433010851693e-05
1.15668818390529e-02	9.99247306608356e-01,-2.31028843641635e-05
1.16473358646846e-02	9.99247306600900e-01,-2.32635776326394e-05
1.17283494923188e-02	9.99247306593339e-01,-2.34253886111844e-05
1.18099266142953e-02	9.99247306585673e-01,-2.35883250740866e-05
1.18920711500272e-02	9.99247306577900e-01,-2.37523948497088e-05
1.19747870461893e-02	9.99247306570019e-01,-2.39176058208643e-05
1.20580782769076e-02	9.99247306562027e-01,-2.40839659251955e-05
1.21419488439505e-02	9.99247306553924e-01,-2.42514831555559e-05
1.22264027769207e-02	9.99247306545708e-01,-2.44201655603932e-05
1.23114441334492e-02	9.99247306537377e-01,-2.45900212441369e-05
1.23970769993899e-02	9.99247306528930e-01,-2.47610583675870e-05
1.24833054890162e-02	9.99247306520364e-01,-2.49332851483063e-05
1.25701337452183e-02	9.99247306511680e-01,-2.51067098610156e-05
1.26575659397028e-02	9.99247306502874e-01,-2.52813408379906e-05
1.27456062731927e-02	9.99247306493945e-01,-2.54571864694628e-05
1.28342589756291e-02	9.99247306484891e-01,-2.56342552040221e-05
1.29235283063750e-02	9.99247306475712e-01,-2.58125555490232e-05
1.30134185544194e-02	9.99247306466404e-01,-2.59920960709942e-05
1.31039340385837e-02	9.99247306456966e-01,-2.61728853960478e-05
1.31950791077290e-02	9.99247306447396e-01,-2.63549322102964e-05
1.32868581409652e-02	9.99247306437692e-01,-2.65382452602689e-05
1.33792755478612e-02	9.99247306427854e-01,-2.67228333533310e-05
1.34723357686569e-02	9.99247306417878e-01,-2.69087053581088e-05
1.35660432744768e-02	9.99247306407762e-01,-2.70958702049144e-05
1.36604025675440e-02	9.99247306397506e-01,-2.72843368861749e-05
1.37554181813975e-02	9.99247306387106e-01,-2.74741144568652e-05
1.38510946811093e-02	9.99247306376561e-01,-2.76652120349420e-05
1.39474366635041e-02	9.99247306365869e-01,-2.78576388017827e-05
1.40444487573800e-02	9.99247306355027e-01,-2.80514040026261e-05
1.41421356237310e-02	9.99247306344035e-01,-2.82465169470169e-05
1.42405019559708e-02	9.99247306332889e-01,-2.84429870092526e-05
1.43395524801583e-02	9.99247306321587e-01,-2.86408236288341e-05
1.44392919552250e-02	9.99247306310127e-01,-2.88400363109194e-05
1.45397251732032e-02	9.99247306298508e-01,-2.90406346267799e-05
1.46408569594563e-02	9.99247306286726e-01,-2.92426282142605e-05
1.47426921729111e-02	9.99247306274780e-01,-2.94460267782428e-05
1.48452357062906e-02	9.99247306262667e-01,-2.96508400911109e-05
1.49484924863495e-02	9.99247306250385e-01,-2.98570779932214e-05
1.50524674741107e-02	9.99247306237931e-01,-3.00647503933759e-05
1.51571656651041e-02	9.99247306225304e-01,-3.02738672692973e-05
1.52625920896057e-02	9.99247306212500e-01,-3.04844386681087e-05
1.53687518128802e-02	9.99247306199518e-01,-3.06964747068169e-05
1.54756499354240e-02	9.99247306186354e-01,-3.09099855727978e-05
1.55832915932101e-02	9.99247306173007e-01,-3.11249815242861e-05
1.56916819579351e-02	9.99247306159474e-01,-3.13414728908682e-05
1.58008262372676e-02	9.99247306145751e-01,-3.15594700739786e-05
1.59107296750985e-02	9.99247306131837e-01,-3.17789835473991e-05
1.60213975517925e-02	9.99247306117729e-01,-3.20000238577629e-05
1.61328351844426e-02	9.99247306103423e-01,-3.22226016250605e-05
1.62450479271248e-02	9.99247306088918e-01,-3.24467275431503e-05
1.63580411711557e-02	9.99247306074211e-01,-3.26724123802725e-05
1.64718203453516e-02	9.99247306059298e-01,-3.28996669795663e-05
1.65863909162889e-02	9.99247306044177e-01,-3.31285022595907e-05
1.67017583885675e-02	9.99247306028845e-01,-3.33589292148496e-05
1.68179283050744e-02	9.99247306013299e-01,-3.35909589163194e-05
1.69349062472506e-02	9.99247305997536e-01,-3.38246025119815e-05
1.70526978353592e-02	9.99247305981553e-01,-3.40598712273574e-05
1.71713087287552e-02	9.99247305965346e-01,-3.42967763660484e-05
1.72907446261574e-02	9.99247305948914e-01,-3.45353293102786e-05
1.74110112659226e-02	9.99247305932252e-01,-3.47755415214417e-05
1.75321144263208e-02	9.99247305915358e-01,-3.50174245406515e-05
1.76540599258132e-02	9.99247305898228e-01,-3.52609899892969e-05
1.77768536233315e-02	9.99247305880858e-01,-3.55062495695997e-05
1.79005014185596e-02	9.99247305863246e-01,-3.57532150651773e-05
1.80250092522167e-02	9.99247305845388e-01,-3.60018983416084e-05
1.81503831063433e-02	9.99247305827281e-01,-3.62523113470034e-05
1.82766290045881e-02	9.99247305808922e-01,-3.65044661125785e-05
1.84037530124976e-02	9.99247305790306e-01,-3.67583747532336e-05
1.85317612378075e-02	9.99247305771430e-01,-3.70140494681341e-05
1.86606598307363e-02	9.99247305752290e-01,-3.72715025412977e-05
1.87904549842804e-02	9.99247305732884e-01,-3.75307463421839e-05
1.89211529345121e-02	9.99247305713206e-01,-3.77917933262888e-05
1.90527599608789e-02	9.99247305693254e-01,-3.80546560357431e-05
1.91852823865054e-02	9.99247305673023e-01,-3.83193470999152e-05
1.93187265784971e-02	9.99247305652510e-01,-3.85858792360173e-05
1.94530989482459e-02	9.99247305631710e-01,-3.88542652497171e-05
1.95884059517387e-02	9.99247305610620e-01,-3.91245180357528e-05
1.97246540898673e-02	9.99247305589236e-01,-3.93966505785524e-05
1.98618499087409e-02	9.99247305567554e-01,-3.96706759528578e-05
2.00000000000002e-02	9.99247305545568e-01,-3.99466073243528e-05
2.01391110011345e-02	9.99247305523276e-01,-4.02244579502961e-05
2.02791895958007e-02	9.99247305500672e-01,-4.05042411801575e-05
2.04202425141440e-02	9.99247305477753e-01,-4.07859704562601e-05
2.05622765331215e-02	9.99247305454514e-01,-4.10696593144253e-05
2.07052984768277e-02	9.99247305430951e-01,-4.13553213846240e-05
2.08493152168226e-02	9.99247305407058e-01,-4.16429703916307e-05
